model,anonymized_train,anonymized_test,accuracy,precision,recall,f1_score,selected_features,feature_method,num_features
GaussianNB,False,True,0.9963700662986111,0.9964390136905191,0.9963700662986111,0.9963697062198694,"[0, 1, 3, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 43, 44, 46, 48, 49, 56, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,47
GaussianNB,False,False,0.968630045393272,0.9704379052290926,0.968630045393272,0.9685991742491845,"[0, 1, 3, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 43, 44, 46, 48, 49, 56, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,47
Mutilayer Perceptron,True,True,0.9985899978997389,0.9985937175878741,0.9985899978997389,0.9985899946616836,"[0, 1, 3, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 43, 44, 46, 48, 49, 56, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,47
Mutilayer Perceptron,True,False,0.973259952495127,0.9747407713349959,0.973259952495127,0.9732327408192528,"[0, 1, 3, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 43, 44, 46, 48, 49, 56, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,47
Mutilayer Perceptron,False,True,0.986679956497771,0.9870826432569206,0.986679956497771,0.9866759946458945,"[0, 1, 3, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 43, 44, 46, 48, 49, 56, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,47
Mutilayer Perceptron,False,False,0.9997900032999251,0.9997901597276906,0.9997900032999251,0.9997900032583295,"[0, 1, 3, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 43, 44, 46, 48, 49, 56, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,47
AdaBoost,True,True,0.999989999899999,0.999990000499957,0.999989999899999,0.9999899998999809,"[0, 1, 3, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 43, 44, 46, 48, 49, 56, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,47
AdaBoost,True,False,0.9917399242991051,0.9920874096078248,0.9917399242991051,0.9917355633147015,"[0, 1, 3, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 43, 44, 46, 48, 49, 56, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,47
AdaBoost,False,True,0.9874898979985179,0.9878921450760494,0.9874898979985179,0.987486211893588,"[0, 1, 3, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 43, 44, 46, 48, 49, 56, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,47
AdaBoost,False,False,0.999990000199996,0.999990000799936,0.999990000199996,0.999990000199987,"[0, 1, 3, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 43, 44, 46, 48, 49, 56, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,47
Logistic Regression,True,True,0.9942999900989591,0.9943380572114379,0.9942999900989591,0.99429986614832,"[0, 1, 3, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 43, 44, 46, 48, 49, 56, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,47
Logistic Regression,True,False,0.9801200213958099,0.9808516906022513,0.9801200213958099,0.9801122570997126,"[0, 1, 3, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 43, 44, 46, 48, 49, 56, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,47
Logistic Regression,False,True,0.9590999752920671,0.9614393241489448,0.9590999752920671,0.9590485824341412,"[0, 1, 3, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 43, 44, 46, 48, 49, 56, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,47
Logistic Regression,False,False,0.999940000299985,0.9999400014998111,0.999940000299985,0.99994000029994,"[0, 1, 3, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 43, 44, 46, 48, 49, 56, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,47
KNN,True,True,0.9931900851977861,0.9932868786010113,0.9931900851977861,0.9931893994301597,"[0, 1, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 42, 43, 44, 46, 47, 48, 49, 54, 56, 61, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,52
KNN,True,False,0.95751993939211,0.9608592726460602,0.95751993939211,0.9574403984732934,"[0, 1, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 42, 43, 44, 46, 47, 48, 49, 54, 56, 61, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,52
KNN,False,True,0.9918600802975691,0.9919305892922305,0.9918600802975691,0.9918596471190099,"[0, 1, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 42, 43, 44, 46, 47, 48, 49, 54, 56, 61, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,52
KNN,False,False,0.999700002399916,0.9997002157914582,0.999700002399916,0.9997000023485461,"[0, 1, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 42, 43, 44, 46, 47, 48, 49, 54, 56, 61, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,52
Random Forest,True,True,0.999729997299973,0.9997304339881783,0.999729997299973,0.9997299971162593,"[0, 1, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 42, 43, 44, 46, 47, 48, 49, 54, 56, 61, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,52
Random Forest,True,False,0.999750002299927,0.999750185133841,0.999750002299927,0.9997500022595371,"[0, 1, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 42, 43, 44, 46, 47, 48, 49, 54, 56, 61, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,52
Random Forest,False,True,0.9999400008999789,0.9999400164948385,0.9999400008999789,0.9999400008988358,"[0, 1, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 42, 43, 44, 46, 47, 48, 49, 54, 56, 61, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,52
Random Forest,False,False,0.999980000099995,0.9999800012998931,0.999980000099995,0.9999800000999679,"[0, 1, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 42, 43, 44, 46, 47, 48, 49, 54, 56, 61, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,52
GaussianNB,True,True,0.9950100988980131,0.9951534399387011,0.9950100988980131,0.9950090005051812,"[0, 1, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 42, 43, 44, 46, 47, 48, 49, 54, 56, 61, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,52
GaussianNB,True,False,0.969090052393294,0.9708523087507187,0.969090052393294,0.9690601704502461,"[0, 1, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 42, 43, 44, 46, 47, 48, 49, 54, 56, 61, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,52
GaussianNB,False,True,0.9949601004979871,0.9951074534217558,0.9949601004979871,0.9949589549341199,"[0, 1, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 42, 43, 44, 46, 47, 48, 49, 54, 56, 61, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,52
GaussianNB,False,False,0.9704000378937011,0.9720098990730169,0.9704000378937011,0.9703742773404421,"[0, 1, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 42, 43, 44, 46, 47, 48, 49, 54, 56, 61, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,52
Mutilayer Perceptron,True,True,0.994160107497757,0.9942761856599183,0.994160107497757,0.9941591129020756,"[0, 1, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 42, 43, 44, 46, 47, 48, 49, 54, 56, 61, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,52
Mutilayer Perceptron,True,False,0.9714899383949142,0.9732169805914032,0.9714899383949142,0.9714542338327159,"[0, 1, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 42, 43, 44, 46, 47, 48, 49, 54, 56, 61, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,52
Mutilayer Perceptron,False,True,0.9873600436970351,0.9875088212715585,0.9873600436970351,0.9873590623976014,"[0, 1, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 42, 43, 44, 46, 47, 48, 49, 54, 56, 61, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,52
Mutilayer Perceptron,False,False,0.9997800031999241,0.9997801578279596,0.9997800031999241,0.9997800031584365,"[0, 1, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 42, 43, 44, 46, 47, 48, 49, 54, 56, 61, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,52
AdaBoost,True,True,1.0,1.0,1.0,1.0,"[0, 1, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 42, 43, 44, 46, 47, 48, 49, 54, 56, 61, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,52
AdaBoost,True,False,0.990049969498315,0.9904046730500985,0.990049969498315,0.9900459907631017,"[0, 1, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 42, 43, 44, 46, 47, 48, 49, 54, 56, 61, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,52
AdaBoost,False,True,0.9902299646983991,0.9905371035248681,0.9902299646983991,0.9902268408266458,"[0, 1, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 42, 43, 44, 46, 47, 48, 49, 54, 56, 61, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,52
AdaBoost,False,False,0.999990000199996,0.999990000799936,0.999990000199996,0.999990000199987,"[0, 1, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 42, 43, 44, 46, 47, 48, 49, 54, 56, 61, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,52
Logistic Regression,True,True,0.9969299959994261,0.9969399225274714,0.9969299959994261,0.9969299655028688,"[0, 1, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 42, 43, 44, 46, 47, 48, 49, 54, 56, 61, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,52
Logistic Regression,True,False,0.980080020995806,0.9808149486471475,0.980080020995806,0.9800722003969035,"[0, 1, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 42, 43, 44, 46, 47, 48, 49, 54, 56, 61, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,52
Logistic Regression,False,True,0.9641600708921231,0.9654303052155971,0.9641600708921231,0.9641362245165782,"[0, 1, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 42, 43, 44, 46, 47, 48, 49, 54, 56, 61, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,52
Logistic Regression,False,False,0.999800002799932,0.9998001298805982,0.999800002799932,0.9998000027712776,"[0, 1, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 36, 37, 38, 39, 41, 42, 43, 44, 46, 47, 48, 49, 54, 56, 61, 62, 66, 67, 68, 75, 76, 77, 78]",chi2,52
KNN,True,True,0.989390084697031,0.9895322280233544,0.989390084697031,0.9893890337134453,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 53, 54, 56, 61, 62, 64, 66, 67, 68, 75, 76, 77, 78]",chi2,57
KNN,True,False,0.9337700084866691,0.9415177598451567,0.9337700084866691,0.9334775530434699,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 53, 54, 56, 61, 62, 64, 66, 67, 68, 75, 76, 77, 78]",chi2,57
KNN,False,True,0.9781901322943151,0.9786617842597419,0.9781901322943151,0.9781845056365411,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 53, 54, 56, 61, 62, 64, 66, 67, 68, 75, 76, 77, 78]",chi2,57
KNN,False,False,0.999820000899955,0.9998200452792679,0.999820000899955,0.9998200008949962,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 53, 54, 56, 61, 62, 64, 66, 67, 68, 75, 76, 77, 78]",chi2,57
Random Forest,True,True,0.9980299802998029,0.9980529934568795,0.9980299802998029,0.9980299111376499,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 53, 54, 56, 61, 62, 64, 66, 67, 68, 75, 76, 77, 78]",chi2,57
Random Forest,True,False,0.9985399853998539,0.998547175238389,0.9985399853998539,0.9985399753045616,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 53, 54, 56, 61, 62, 64, 66, 67, 68, 75, 76, 77, 78]",chi2,57
Random Forest,False,True,0.999399998799892,0.9994012103753068,0.999399998799892,0.9993999980803046,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 53, 54, 56, 61, 62, 64, 66, 67, 68, 75, 76, 77, 78]",chi2,57
Random Forest,False,False,0.999980000099995,0.9999800012998931,0.999980000099995,0.9999800000999679,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 53, 54, 56, 61, 62, 64, 66, 67, 68, 75, 76, 77, 78]",chi2,57
GaussianNB,True,True,0.994910101497967,0.9950603546969488,0.994910101497967,0.9949089214260606,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 53, 54, 56, 61, 62, 64, 66, 67, 68, 75, 76, 77, 78]",chi2,57
GaussianNB,True,False,0.9994199971999119,0.9994201350525191,0.9994199971999119,0.9994199971634078,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 53, 54, 56, 61, 62, 64, 66, 67, 68, 75, 76, 77, 78]",chi2,57
GaussianNB,False,True,0.989800124796712,0.9901500988936288,0.989800124796712,0.9897961857490433,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 53, 54, 56, 61, 62, 64, 66, 67, 68, 75, 76, 77, 78]",chi2,57
GaussianNB,False,False,0.999539998399924,0.9995400823365413,0.999539998399924,0.9995399983852365,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 53, 54, 56, 61, 62, 64, 66, 67, 68, 75, 76, 77, 78]",chi2,57
Mutilayer Perceptron,True,True,0.992970068297911,0.9931192113407908,0.992970068297911,0.9929691087430613,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 53, 54, 56, 61, 62, 64, 66, 67, 68, 75, 76, 77, 78]",chi2,57
Mutilayer Perceptron,True,False,0.9649501111918782,0.9674585437046908,0.9649501111918782,0.9648922103873806,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 53, 54, 56, 61, 62, 64, 66, 67, 68, 75, 76, 77, 78]",chi2,57
Mutilayer Perceptron,False,True,0.9826799710968251,0.9832315634620699,0.9826799710968251,0.9826743837431934,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 53, 54, 56, 61, 62, 64, 66, 67, 68, 75, 76, 77, 78]",chi2,57
Mutilayer Perceptron,False,False,0.9998700010999629,0.9998700328862932,0.9998700010999629,0.9998700010966332,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 53, 54, 56, 61, 62, 64, 66, 67, 68, 75, 76, 77, 78]",chi2,57
AdaBoost,True,True,0.999769997699977,0.9997703146594078,0.999769997699977,0.9997699975857094,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 53, 54, 56, 61, 62, 64, 66, 67, 68, 75, 76, 77, 78]",chi2,57
AdaBoost,True,False,0.9995900048998689,0.9995901205235209,0.9995900048998689,0.9995900048568332,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 53, 54, 56, 61, 62, 64, 66, 67, 68, 75, 76, 77, 78]",chi2,57
AdaBoost,False,True,0.9975399999995079,0.9975599956333975,0.9975399999995079,0.9975399555789043,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 53, 54, 56, 61, 62, 64, 66, 67, 68, 75, 76, 77, 78]",chi2,57
AdaBoost,False,False,0.999990000199996,0.999990000799936,0.999990000199996,0.999990000199987,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 53, 54, 56, 61, 62, 64, 66, 67, 68, 75, 76, 77, 78]",chi2,57
Logistic Regression,True,True,0.996439998599302,0.99646155924618,0.996439998599302,0.9964399596896735,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 53, 54, 56, 61, 62, 64, 66, 67, 68, 75, 76, 77, 78]",chi2,57
Logistic Regression,True,False,0.9800900201958161,0.9808234612072694,0.9800900201958161,0.9800822350023862,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 53, 54, 56, 61, 62, 64, 66, 67, 68, 75, 76, 77, 78]",chi2,57
Logistic Regression,False,True,0.978140046895159,0.9786884246518331,0.978140046895159,0.9781337352721297,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 53, 54, 56, 61, 62, 64, 66, 67, 68, 75, 76, 77, 78]",chi2,57
Logistic Regression,False,False,0.999959999899993,0.9999600034995791,0.999959999899993,0.999959999899858,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 53, 54, 56, 61, 62, 64, 66, 67, 68, 75, 76, 77, 78]",chi2,57
KNN,True,True,0.989870049297481,0.9900314907592899,0.989870049297481,0.989869061505352,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 53, 54, 56, 61, 62, 63, 64, 66, 67, 68, 69, 70, 75, 76, 77, 78]",chi2,62
KNN,True,False,0.9390600679871323,0.9459741289191554,0.9390600679871323,0.9387966207096522,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 53, 54, 56, 61, 62, 63, 64, 66, 67, 68, 69, 70, 75, 76, 77, 78]",chi2,62
KNN,False,True,0.9719201532928512,0.972604602333926,0.9719201532928512,0.9719106730312882,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 53, 54, 56, 61, 62, 63, 64, 66, 67, 68, 69, 70, 75, 76, 77, 78]",chi2,62
